Index,Date,City,Cause of Death,Country
3068,6/23/2011,Baghdad -  Iraq,Terrorist Action,Iraq
3069,9/4/2011,Baghdad -  Iraq,Homicide,Iraq
3070,9/4/2011,Naziriyah -  Dhi Qar -  Iraq,Homicide,Iraq
3071,3/1/2012,Sulimaniyah -  Sulimaniyah -  Iraq,Homicide,Iraq
3072,10/11/2012,Basrah -  Iraq,Homicide,Iraq
3073,7/23/2013,Baghdad -  Iraq,Drowning,Iraq
3074,6/17/2014,Basrah,Other Accident,Iraq
3075,7/1/2015,Erbil,Suicide,Iraq
3076,11/15/2016,Afaq - Qaddissya,Drowning,Iraq
3077,5/18/2017,Baqubah,Terrorist Action,Iraq
3078,10/21/2002,Naas -  County Kildare -  Ireland,Vehicle Accident,Ireland
3079,9/17/2004, sligo -  Ireland,Other Accident,Ireland
3080,6/25/2005,Dublin -  Ireland,Drowning,Ireland
3081,11/19/2005,Munny Cross -  Stradbally -  Co. Laois -  Ireland,Other Accident,Ireland
3082,2/27/2007,Waterford -  Ireland,Vehicle Accident,Ireland
3083,5/12/2008,Dublin -  Ireland,Vehicle Accident,Ireland
3084,5/3/2009,Skellig Michael -  Kerry,Other Accident,Ireland
3085,5/29/2009,Bahola -  Mayo,Vehicle Accident,Ireland
3086,6/1/2009,"Atlantic Ocean Off The Archipelago Fernando De Noronha -  Brazil- North 02? 58'8\"" /west 030? 35'4\""",Air Accident,Ireland
3087,9/20/2009,Valentia - Co. Kerry -  Ireland,Other Accident,Ireland
3088,3/20/2011,Limerick -  Ireland,Vehicle Accident,Ireland
3089,7/2/2011,Dingle -  Kerry -  Ireland,Vehicle Accident,Ireland
3090,7/31/2011,Galway -  Ireland,Homicide,Ireland
3091,12/8/2012,Leitrim -  Ireland,Other Accident,Ireland
3092,12/8/2012,Leitrim -  Ireland,Other Accident,Ireland
3093,12/8/2012,Leitrim -  Ireland,Other Accident,Ireland
3094,5/11/2014, Bagenalstown - Carlow,Vehicle Accident,Ireland
3095,9/12/2014,Annascaul - Kerry,Vehicle Accident,Ireland
3096,5/15/2017,Sligo,Vehicle Accident,Ireland
3097,9/11/2017,County Cork,Vehicle Accident,Ireland
3098,9/11/2017,County Cork,Vehicle Accident,Ireland
3099,12/4/2017,County Wexford,Vehicle Accident,Ireland
3100,12/4/2017,County Wexford,Vehicle Accident,Ireland
3101,12/4/2017,County Wexford,Vehicle Accident,Ireland
3102,12/4/2017,County Wexford,Vehicle Accident,Ireland
3103,12/13/2002,Kibbutz Gaalia -  Israel,Homicide,Israel
3104,1/11/2003,Ramat Gan -  Israel,Vehicle Accident,Israel
3105,2/26/2003,Even Shmuel Junction -  Israel,Vehicle Accident,Israel
3106,3/5/2003,Haifa -  Israel,Terrorist Action,Israel
3107,3/7/2003,Kiryat Arba -  The West Bank,Terrorist Action,Israel
3108,3/7/2003,Kiryat Arba -  The West Bank,Terrorist Action,Israel
3109,3/16/2003,Gaza,Other,Israel
3110,6/11/2003,Jerusalem,Terrorist Action,Israel
3111,6/11/2003,Jerusalem,Terrorist Action,Israel
3112,6/20/2003,Sha'ar Binyamin -  The West Bank,Terrorist Action,Israel
3113,8/19/2003,Jerusalem,Terrorist Action,Israel
3114,8/19/2003,Jerusalem,Terrorist Action,Israel
3115,8/19/2003,Jerusalem,Terrorist Action,Israel
3116,8/19/2003,Jerusalem,Terrorist Action,Israel
3117,8/19/2003,Jerusalem,Terrorist Action,Israel
3118,9/9/2003,Jerusalem,Terrorist Action,Israel
3119,9/9/2003,Jerusalem,Terrorist Action,Israel
3120,10/15/2003,Gaza,Terrorist Action,Israel
3121,10/15/2003,Gaza,Terrorist Action,Israel
3122,10/15/2003,Gaza,Terrorist Action,Israel
3123,11/18/2003,Jerusalem,Terrorist Action,Israel
3124,3/23/2004,Eilat -  Israel,Drowning,Israel
3125,4/22/2004,Dvira Junction -  Israel,Vehicle Accident,Israel
3126,7/30/2004,Huwwara -  Nablus -  The West Bank,Vehicle Accident,Israel
3127,9/24/2004,Beer Sheva -  Israel,Terrorist Action,Israel
3128,1/2/2005,Tel Aviv -  Israel,Suicide,Israel
3129,1/18/2005,Ichilov Hospital -  Tel Aviv -  Israel,Drug Related,Israel
3130,1/22/2005,Tel Aviv -  Israel,Suicide,Israel
3131,9/1/2005,Near Nablus -  The West Bank,Homicide,Israel
3132,9/29/2005,Route 85 -  Northern District -  Israel,Vehicle Accident,Israel
3133,12/15/2005,Kabbutz Maagan Michael -  Israel,Suicide,Israel
3134,12/15/2005,Kabbutz Maagan Michael -  Israel,Suicide,Israel
3135,12/29/2005,Near Tulkarm -  The West Bank,Terrorist Action,Israel
3136,3/3/2006,Jerusalem -  Jerusalem,Suicide,Israel
3137,5/14/2006,Tel Aviv -  Israel,Suicide,Israel
3138,7/28/2006,Tel Aviv -  Israel,Homicide,Israel
3139,8/1/2006,Nothern Israel,Other Accident,Israel
3140,8/2/2006,Nothern Israel,Terrorist Action,Israel
3141,8/8/2006,Northern Israel,Other Accident,Israel
3142,8/11/2006,Beer Yaakov -  Israel,Other Accident,Israel
3143,9/14/2006,Hadera -  Israel,Drowning,Israel
3144,10/24/2006,Haifa -  Israel,Other Accident,Israel
3145,7/25/2007, qiryat Gat -  Israel,Other Accident,Israel
3146,9/26/2007,Tel Aviv -  Israel,Drug Related,Israel
3147,9/30/2007,Arava Highway -  Eilat -  Israel,Vehicle Accident,Israel
3148,9/30/2007,Arava Highway -  Eilat -  Israel,Vehicle Accident,Israel
3149,9/30/2007,Arava Highway -  Eilat -  Israel,Vehicle Accident,Israel
3150,9/30/2007,Avara Hwy -  Beer Sheva -  Israel,Vehicle Accident,Israel
3151,9/30/2007,Avara Hwy -  Beer Sheva -  Israel,Other Accident,Israel
3152,9/30/2007,Avara Hwy -  Beer Sheva -  Israel,Vehicle Accident,Israel
3153,9/30/2007,Avara Hwy -  Beer Sheva -  Israel,Vehicle Accident,Israel
3154,11/8/2007,Arad -  Israel,Vehicle Accident,Israel
3155,11/30/2007,Ramat Gan -  Israel,Other Accident,Israel
3156,2/23/2008,Jerusalm -  Jerusalem,Suicide,Israel
3157,2/25/2008,Ein Gedi -  Israel,Drowning,Israel
3158,3/6/2008,Jerusalem -  Jerusalem,Terrorist Action,Israel
3159,4/3/2008,Safed -  Israel,Suicide,Israel
3160,12/27/2008,Gaza,Other Accident,Israel
3161,1/31/2009,Haifa -  Israel,Other Accident,Israel
3162,8/5/2009,Golan Heights -  Israel ,Other Accident,Israel
3163,8/12/2009,Palmahim -  Israel,Drowning,Israel
3164,11/6/2009,Herzliya -  Israel,Vehicle Accident,Israel
3165,2/26/2010,Be'Er Yaakov -  Israel,Other Accident,Israel
3166,3/7/2010,Beer Sheva -  Israel,Vehicle Accident,Israel
3167,3/7/2010,Beer Sheva -  Israel,Vehicle Accident,Israel
3168,4/24/2010,Ramallah -  West Bank,Vehicle Accident,Israel
3169,4/28/2010,Jerusalem -  Jerusalem,Suicide,Israel
3170,5/13/2010,Eilat -  Israel,Drowning,Israel
3171,8/21/2010,Mougins,Drowning,Israel
3172,8/23/2010,Jerusalem -  Jerusalem,Homicide,Israel
3173,11/1/2010,Ramat Gan -  Israel,Suicide,Israel
3174,12/1/2010,Dead Sea -  Israel,Drowning,Israel
3175,12/19/2010,Beit Shemesh -  Israel,Homicide,Israel
3176,2/28/2011,Elon Moreh -  The West Bank,Suicide,Israel
3177,6/13/2011,Herzliya Pituach -  Israel,Drowning,Israel
3178,9/23/2011,Jerusalem -  Jerusalem,Terrorist Action,Israel
3179,10/14/2011,Jerusalem -  Jerusalem,Vehicle Accident,Israel
3180,12/27/2011,Jerusalem -  Jerusalem,Suicide,Israel
3181,4/10/2012,Ashkelon -  Israel,Suicide,Israel
3182,9/20/2012,Netanya -  Israel,Suicide,Israel
3183,5/4/2013,Bat Yam -  Israel,Drug Related,Israel
3184,6/12/2014,Moshav Yashresh,Homicide,Israel
3185,6/12/2014,Moshav Yashresh,Homicide,Israel
3186,8/19/2014,Beer Yaakov,Suicide,Israel
3187,10/1/2015,West Bank,Terrorist Action,Israel
3188,11/19/2015,Allon Shvut,Terrorist Action,Israel
3189,1/1/2016,Herzliya,Drug Related,Israel
3190,1/20/2016,Ramat Gan,Suicide,Israel
3191,3/4/2016,Tel Aviv-Yafo,Suicide,Israel
3192,3/8/2016,Holon,Terrorist Action,Israel
3193,5/18/2016,Arad,Suicide,Israel
3194,6/18/2016,Tel Aviv-Yafo,Other Accident,Israel
3195,6/30/2016,Hebron,Terrorist Action,Israel
3196,1/16/2017,Jerusalem,Unknown,Israel
3197,7/29/2017,Beit Shemesh,Unknown,Israel
3198,10/1/2017,Tel Aviv - Jaffa,Unknown,Israel
3199,10/8/2017,Petach Tikva,Unknown,Israel
3200,12/14/2017,Herzliya,Unknown,Israel
3201,6/1/2018,Tel Aviv -  Tel Aviv,Drowning,Israel
3202,6/5/2018,Eilat -  Southern District,Unknown,Israel
3203,11/4/2002,'strada Provinciale 99' -  Km. 1.3 -  Tortona -  Alessandria -  Italy,Vehicle Accident,Italy
3204,11/13/2002,Venice -  Italy,Other Accident,Italy
3205,11/30/2002,Perugia -  Italy,Suicide,Italy
3206,1/4/2003,Italy,Other Accident,Italy
3207,5/7/2003,Reggio Calabria -  Italy,Suicide,Italy
3208,6/17/2003,S Abgelo Dei Lombardi -  Avellino -  Italy,Vehicle Accident,Italy
3209,6/26/2003,Montevergine -  Mercogliano -  Avellino -  Italy,Vehicle Accident,Italy
3210,6/29/2003,Massino Visconti -  Novara -  A26 Km 177,Vehicle Accident,Italy
3211,8/24/2003,Pozzuoli -  Italy,Vehicle Accident,Italy
3212,9/19/2003,Barga -  Lucca -  Italy,Vehicle Accident,Italy
3213,10/29/2003,Piazza Ugo La Malfa -  Rome -  Italy,Vehicle Accident,Italy
3214,12/1/2003,Via Lungarno Colombo -  Florence -  Italy,Vehicle Accident,Italy
3215,1/24/2004,Florence -  Italy,Drug Related,Italy
3216,1/29/2004,Rome -  Italy,Suicide,Italy
3217,3/14/2004,Florence -  Italy,Homicide,Italy
3218,3/21/2004,Sergnano -  Cremona -  Italy,Vehicle Accident,Italy
3219,5/1/2004,Via G. Frescobaldi -  Rome -  Italy,Other Accident,Italy
3220,5/8/2004,S.r. 222km -  33+800 -  Greve In Chianti -  Florence -  Italy,Vehicle Accident,Italy
3221,5/16/2004,Siano Salerno -  Italy,Suicide,Italy
3222,5/17/2004,Brindisi -  Italy,Suicide,Italy
3223,5/20/2004,Naples -  Italy,Suicide,Italy
3224,5/24/2004,Trento -  Italy,Other Accident,Italy
3225,5/30/2004,Castelnuovo Berardenga -  Siena -  Italy,Other Accident,Italy
3226,6/13/2004,Senigallia -  Ancona -  Italy,Suicide,Italy
3227,7/3/2004,Siena -  Italy,Other Accident,Italy
3228,7/13/2004,Caserta -  Italy,Vehicle Accident,Italy
3229,7/27/2004,Varese -  Italy,Suicide,Italy
3230,8/22/2004,Monterosso Al Mare -  La Spezia -  Italy,Other Accident,Italy
3231,9/7/2004,Castel Di Lama -  Italy,Vehicle Accident,Italy
3232,10/13/2004,Port Of Civitavecchia -  Italy,Drowning,Italy
3233,1/25/2005,Acquaviva Delle Fonti -  Bari -  Italy,Vehicle Accident,Italy
3234,2/4/2005,Milan -  Italy,Vehicle Accident,Italy
3235,2/20/2005,Via Cristoforo Colombo - Via Pindaro -  Ostia -  Rome -  Italy,Vehicle Accident,Italy
3236,3/6/2005,Caimpino -  Rome -  Italy,Train Accident,Italy
3237,3/26/2005,Km 14 - 400 Of Via Del Mare (cantieri Navali -  Marina Di Roma) In Tiber -  Italy,Drowning,Italy
3238,5/1/2005,Rome -  Italy,Suicide,Italy
3239,7/6/2005,Fiumicino Airport -  Rome -  Italy,Air Accident,Italy
3240,7/26/2005,Casa Lunga Camerata Di Todi -  Perugia -  Italy,Drowning,Italy
3241,7/31/2005,Highway 24 -  Km 36 -  Condove -  Turin -  Italy,Vehicle Accident,Italy
3242,7/31/2005,Ss 195 Km 7200 -  Cagliari -  Sardinia -  Italy,Vehicle Accident,Italy
3243,7/31/2005,Ss 195  Km 7200 -  Cagliari -  Sardinia -  Italy,Vehicle Accident,Italy
3244,8/3/2005,Ederlee Inn -  Vicenza -  Italy,Other Accident,Italy
3245,8/9/2005,Train Station -  Desio -  Milan -  Italy,Train Accident,Italy
3246,8/10/2005,Sardinia -  Italy,Maritime Accident,Italy
3247,8/20/2005,Siena -  Italy,Vehicle Accident,Italy
3248,10/1/2005,Livorno -  Italy,Other Accident,Italy
3249,10/20/2005,Sp Terminillese -  Rieti -  Italy,Vehicle Accident,Italy
3250,11/20/2005,Via Cristoforo Colombo -  Rome -  Italy,Vehicle Accident,Italy
3251,2/19/2006,Venice -  Italy,Other Accident,Italy
3252,4/29/2006,Naples -  Italy,Vehicle Accident,Italy
3253,5/28/2006,Monsigliolo (cortona) -  Arezzo -  Italy,Vehicle Accident,Italy
3254,7/4/2006,Montepulciano -  Siena - italy,Vehicle Accident,Italy
3255,7/25/2006,Ponza -  Latina -  Italy,Drowning,Italy
3256,9/2/2006,Otricoli -  Terni -  Italy,Other Accident,Italy
3257,10/7/2006,Terni -  Italy,Vehicle Accident,Italy
3258,10/14/2006,Ravenna -  Italy,Vehicle Accident,Italy
3259,1/9/2007,Rome -  Italy,Homicide,Italy
3260,2/6/2007,Vicenza -  Italy,Suicide,Italy
3261,5/1/2007,Rome -  Italy,Other Accident,Italy
3262,6/9/2007,Piansano -  Viterbo -  Italy,Vehicle Accident,Italy
3263,6/16/2007,Sesto Fiorentino -  Italy,Suicide,Italy
3264,7/4/2007,Serracapriola -  Foggia -  Italy,Homicide,Italy
3265,9/2/2007,Sorrento -  Naples -   Italy,Drowning,Italy
3266,9/24/2007,Porto Cesareo -  Lecce -  Italy,Suicide,Italy
3267,9/27/2007,Riomaggiore -  La Spezia -  Italy,Drowning,Italy
3268,1/21/2008,Serracapriola -  Foggia,Vehicle Accident,Italy
3269,1/24/2008,Rome -  Italy,Suicide,Italy
3270,3/27/2008,Urbania -  Italy,Suicide,Italy
3271,5/23/2008,Rome -  Italy,Train Accident,Italy
3272,6/19/2008,Rome -  Italy,Suicide,Italy
3273,7/14/2008,Cortona -  Italy,Suicide,Italy
3274,10/23/2008,Venice -  Italy,Drowning,Italy
3275,10/26/2008,Naples -  Italy,Other Accident,Italy
3276,12/20/2008,Venice -  Italy,Suicide,Italy
3277,1/15/2009,San Marino -  Italy,Suicide,Italy
3278,3/26/2009,Canazei -  Trento -  Italy,Other Accident,Italy
3279,7/11/2009,Turi - Bari -  Italy,Vehicle Accident,Italy
3280,7/11/2009,Turi - Bari -  Italy,Vehicle Accident,Italy
3281,10/10/2009,Rome -  Italy,Vehicle Accident,Italy
3282,10/17/2009,L' Aquila -  Italy,Suicide,Italy
3283,10/29/2009,Salerno -  Italy,Vehicle Accident,Italy
3284,11/4/2009,Rome -  Italy,Other Accident,Italy
3285,11/10/2009,Fornelli - Isernia -  Italy,Vehicle Accident,Italy
3286,11/13/2009,Rome -  Italy,Other Accident,Italy
3287,11/17/2009,Naples -  Italy,Other Accident,Italy
3288,12/1/2009,Florence -  Italy,Suicide,Italy
3289,4/1/2010,Rome -  Italy,Other Accident,Italy
3290,4/14/2010,Rome -  Italy,Suicide,Italy
3291,4/16/2010,Rome -  Italy,Suicide,Italy
3292,5/16/2010,Salerno -  Italy,Drowning,Italy
3293,6/1/2010,Foggia -  Italy,Vehicle Accident,Italy
3294,6/30/2010,Orte -  Viterbo -  Italy,Vehicle Accident,Italy
3295,7/20/2010,Bolzano -  Italy,Other Accident,Italy
3296,7/22/2010,Dro -  Trento -  Italy,Other Accident,Italy
3297,8/19/2010,Cesenatico -  Italy,Other Accident,Italy
3298,9/29/2010,Vieste -  Foggia -  Italy,Air Accident,Italy
3299,9/29/2010,Vieste -  Foggia -  Italy,Air Accident,Italy
3300,10/4/2010,Paratico -  Brescia -  Italy,Suicide,Italy
3301,10/24/2010,Siena -  Italy,Other Accident,Italy
3302,10/30/2010,La Spezia -  Italy,Drowning,Italy
3303,12/5/2010,Rome -  Italy,Train Accident,Italy
3304,12/24/2010,Brindisi -  Italy,Suicide,Italy
3305,2/18/2011,Florence -  Italy,Drowning,Italy
3306,2/19/2011,Florence -  Italy,Other Accident,Italy
3307,4/26/2011,Pisa -  Italy,Other Accident,Italy
3308,5/27/2011,Naples -  Italy,Homicide,Italy
3309,8/13/2011,Vernazza -  La Spezia -  Italy,Other Accident,Italy
3310,10/2/2011,San Giovanni Valdarno -  Arezzo -  Italy,Vehicle Accident,Italy
3311,1/13/2012,Isola Del Giglio -  Grosseto -  Italy,Maritime Accident,Italy
3312,1/13/2012,Isola Del Giglio -  Grosseto -  Italy,Maritime Accident,Italy
3313,3/25/2012,Monopoli -  Bari -  Italy,Vehicle Accident,Italy
3314,4/6/2012,Somma Lombardo -  Varese -  Italy,Vehicle Accident,Italy
3315,10/19/2012,Palermo -  Italy,Vehicle Accident,Italy
3316,11/21/2012,Siena -  Italy,Other Accident,Italy
3317,11/22/2012,Mestre -  Italy,Vehicle Accident,Italy
3318,12/8/2012,Bolzano -  Italy,Other Accident,Italy
3319,1/16/2013,Florence -  Italy,Drug Related,Italy
3320,2/15/2013,Rome -  Italy,Vehicle Accident,Italy
3321,3/13/2013,Santa Margherita Ligure -  Genoa -  Italy,Drowning,Italy
3322,5/24/2013,Calabro -  Cosenza -  Italy,Vehicle Accident,Italy
3323,6/11/2013,Rome -  Italy,Other Accident,Italy
3324,7/28/2013,Lecce -  Italy,Drowning,Italy
3325,8/1/2013,Florence -  Italy,Suicide,Italy
3326,8/12/2013,Rome -  Italy,Suicide,Italy
3327,9/1/2013,Sorrento -  Italy,Other Accident,Italy
3328,9/6/2013,Rapolano -  Italy,Vehicle Accident,Italy
3329,9/12/2013,Longarone -  Italy,Other Accident,Italy
3330,2/20/2014,Rome,Train Accident,Italy
3331,3/11/2014,Cesena,Suicide,Italy
3332,7/10/2014,Rome,Suicide,Italy
3333,9/27/2014,Piedimonte Matese - Caserta,Vehicle Accident,Italy
3334,10/1/2014,Pieve Di Bono - TN,Vehicle Accident,Italy
3335,12/3/2014,Rome,Other Accident,Italy
3336,1/23/2015,Aosta,Disaster,Italy
3337,5/12/2015,Perugia,Suicide,Italy
3338,6/12/2015,Rome,Drowning,Italy
3339,9/6/2015,Naples,Other Accident,Italy
3340,9/12/2015,Terni,Vehicle Accident,Italy
3341,10/30/2015,Vercelli,Air Accident,Italy
3342,1/9/2016,Florence,Homicide,Italy
3343,3/17/2016,Cotignola,Vehicle Accident,Italy
3344,5/18/2016,Viterbo,Suicide,Italy
3345,5/22/2016,Florence,Vehicle Accident,Italy
3346,6/13/2016,Pienza,Other Accident,Italy
3347,6/23/2016,Trento,Other Accident,Italy
3348,7/4/2016,Rome,Homicide,Italy
3349,9/9/2016,Udine -  Friuli-Venezia Giulia,Other Accident,Italy
3350,12/18/2016,Venice -  Veneto,Other Accident,Italy
3351,12/18/2016,Venice -  Veneto,Other Accident,Italy
3352,1/14/2017,Bologna,Other Accident,Italy
3353,2/5/2017,Naples,Suicide,Italy
3354,2/18/2017,Pisa,Vehicle Accident,Italy
3355,5/22/2017,Cesena,Vehicle Accident,Italy
3356,6/24/2017,Caserta,Suicide,Italy
3357,7/22/2017,Florence,Suicide,Italy
3358,7/29/2017,Florence,Vehicle Accident,Italy
3359,8/2/2017,Siena,Vehicle Accident,Italy
3360,8/19/2017,Rome,Other Accident,Italy
3361,9/6/2017,Montecatini-Terme,Train Accident,Italy
3362,9/20/2017,Treviso,Suicide,Italy
3363,10/28/2017,Salerno,Other Accident,Italy
3364,10/1/2002,Montego Bay -  Jamaica,Suicide,Jamaica
3365,10/28/2002,Maroon Town -  Montego Bay -  Jamaica,Homicide,Jamaica
3366,11/1/2002,Negril -  Jamaica,Drug Related,Jamaica
3367,11/19/2002,Clarendon -  Jamaica,Disaster,Jamaica
3368,11/24/2002,Montego Bay -  Jamaica,Drug Related,Jamaica
3369,12/8/2002,At Sea -  Negril -  Jamaica,Drowning,Jamaica
3370,12/25/2002,Norman Manley Boulevard -  Negril -  Jamaica,Vehicle Accident,Jamaica
3371,12/30/2002,Clarendon -  Jamaica,Homicide,Jamaica
3372,1/18/2003,Pear Tree Bottom Main Road -  St. Ann -  Jamaica,Vehicle Accident,Jamaica
3373,3/3/2003,Greenwood -  Montego Bay -  Jamaica,Homicide,Jamaica
3374,4/11/2003,Paul Mountain  -  St. Catherine -  Jamaica,Homicide,Jamaica
3375,4/27/2003,Negril -  Jamaica,Drowning,Jamaica
3376,4/27/2003,Negril. Jamaica,Drowning,Jamaica
3377,5/18/2003,Johnson Hill -  Martha Brace -  Trelawny -  Jamaica,Vehicle Accident,Jamaica
3378,5/19/2003,Winnifred Beach -  Port Antonio -  Portland -  Jamaica,Drowning,Jamaica
3379,5/26/2003,Negril -  Jamaica,Drowning,Jamaica
3380,6/11/2003,Santa Cruz -  Black River -  Jamaica,Vehicle Accident,Jamaica
3381,9/10/2003,Negril -  Jamaica,Drug Related,Jamaica
3382,10/6/2003,Kingston -  Jamaica,Other Accident,Jamaica
3383,12/28/2003,Kingston -  Jamaica,Homicide,Jamaica
3384,1/1/2004,Mount Pleasant District -  Runaway Bay -  St. Ann -  Jamaica,Homicide,Jamaica
3385,1/1/2004,Mount Pleasant District -  Runaway Bay -  St. Ann -  Jamaica,Homicide,Jamaica
3386,1/19/2004,Savanna-la-mar -  Westmoreland -  Jamaica,Homicide,Jamaica
3387,4/29/2004,Norman Manley Blvd. -  Negril -  Jamaica,Vehicle Accident,Jamaica
3388,5/23/2004,Temple Hall -  St. Andrew -  Jamaica,Homicide,Jamaica
3389,7/28/2004,Ocho Rios -  Jamaica,Suicide,Jamaica
3390,8/5/2004,Kingston -  Jamaica,Homicide,Jamaica
3391,8/8/2004,Clarendon -  Jamaica,Other Accident,Jamaica
3392,11/21/2004,Williamsfield -  Westmoreland -  Jamaica,Suicide,Jamaica
3393,12/27/2004,St. Ann -  Jamaica,Drowning,Jamaica
3394,2/22/2005,Montego Bay -  Jamaica,Other Accident,Jamaica
3395,4/13/2005,Discovery Bay -  St. Ann -  Jamaica,Drowning,Jamaica
3396,5/10/2005,Kingston -  Jamaica,Drowning,Jamaica
3397,5/18/2005,Duncans -  Trelawny -  Jamaica,Vehicle Accident,Jamaica
3398,5/21/2005,St. James -  Montego Bay -  Jamaica,Homicide,Jamaica
3399,6/3/2005,St. Ann -  Jamaica,Vehicle Accident,Jamaica
3400,3/26/2006,Black River -  St. Elizabeth -  Jamaica,Homicide,Jamaica
3401,7/17/2006,Montego Bay -  Jamaica,Drowning,Jamaica
3402,8/19/2006,Clarendon -  Jamaica,Homicide,Jamaica
3403,9/27/2006,Cumberland -  Portmore -  St Catherine -  Jamaica,Homicide,Jamaica
3404,1/9/2007,Georgetown -  Jamaica,Drowning,Jamaica
3405,1/24/2007,Georgetown -  Jamaica,Drowning,Jamaica
3406,2/10/2007,Runaway Bay -  Jamaica,Drowning,Jamaica
3407,3/4/2007,East End -  Jamaica,Drowning,Jamaica
3408,3/11/2007,Smith Cove -  Georgetown -  Jamaica,Drowning,Jamaica
3409,4/9/2007,Big Bridge Main Road -  Westmoreland -  Jamaica,Vehicle Accident,Jamaica
3410,4/9/2007,Big Bridge Main Road -  Westmoreland -  Jamaica,Vehicle Accident,Jamaica
3411,5/2/2007,Manchester -  Jamaica,Other Accident,Jamaica
3412,5/13/2007,Yallahs -  St Thomas -  Jamaica,Homicide,Jamaica
3413,5/18/2007,Lucea -  Hanover -  Jamaica,Vehicle Accident,Jamaica
3414,2/17/2008,Ocho Rios -  Jamaica,Drowning,Jamaica
3415,4/6/2008,Ocho Rios -  Jamaica,Drowning,Jamaica
3416,9/22/2008,Kingston -  Jamaica,Homicide,Jamaica
3417,12/10/2008,Jamaica,Maritime Accident,Jamaica
3418,1/6/2009,Westmoreland -  Jamaica,Homicide,Jamaica
3419,2/1/2009,Negril -  Jamaica,Vehicle Accident,Jamaica
3420,2/13/2009,St. James -  Jamaica,Vehicle Accident,Jamaica
3421,3/4/2009,George Town -  Jamaica,Maritime Accident,Jamaica
3422,3/8/2009,Kingston -  Jamaica,Homicide,Jamaica
3423,3/22/2009,St. Catherine -  Jamaica,Homicide,Jamaica
3424,4/26/2009,George Town -  Jamaica,Maritime Accident,Jamaica
3425,5/11/2009,Westmoreland -  Jamaica,Vehicle Accident,Jamaica
3426,7/17/2009,Portland -  Jamaica,Homicide,Jamaica
3427,7/24/2009,George Town -  Jamaica,Drowning,Jamaica
3428,8/28/2009,Falmouth - Trelawny -  Jamaica,Drowning,Jamaica
3429,9/21/2009,Grand Cayman -  Jamaica,Maritime Accident,Jamaica
3430,10/18/2009,St. Ann -  Jamaica,Drowning,Jamaica
3431,10/30/2009,Port Bello - St. James -  Jamaica,Homicide,Jamaica
3432,12/7/2009,Negril - Westmoreland -  Jamaica,Vehicle Accident,Jamaica
3433,12/28/2009,Trelawny -  Jamaica,Vehicle Accident,Jamaica
3434,12/30/2009,George Town - Grand Cayman -  Jamaica,Maritime Accident,Jamaica
3435,2/5/2010,Rosehall - St. James -  Jamaica,Homicide,Jamaica
3436,2/15/2010,West Bay -  Jamaica,Homicide,Jamaica
3437,2/18/2010,Negril -  Jamaica,Drug Related,Jamaica
3438,6/25/2010,Grand Cayman -  Jamaica,Drowning,Jamaica
3439,8/5/2010,Montego Bay -  St. James -  Jamaica,Vehicle Accident,Jamaica
3440,8/5/2010,Montego Bay -  St. James -  Jamaica,Vehicle Accident,Jamaica
3441,8/11/2010,Morrit's Tortuga -  East End -  Grand Cayman -  Jamaica,Drowning,Jamaica
3442,8/20/2010,Montego Bay - St. James -  Jamaica,Drowning,Jamaica
3443,8/29/2010,St. James -  Montego Bay -  Jamaica,Drowning,Jamaica
3444,9/16/2010,Duncans -  Trelawny -  Jamaica,Vehicle Accident,Jamaica
3445,10/16/2010,Kingston -  Jamaica,Homicide,Jamaica
3446,11/29/2010,Kingston -  Jamaica,Homicide,Jamaica
3447,12/2/2010,St. James -  Jamaica,Vehicle Accident,Jamaica
3448,12/20/2010,Westmoreland -  Jamaica,Homicide,Jamaica
3449,1/17/2011,Cayman Brac -  Jamaica,Drowning,Jamaica
3450,1/18/2011,Cayman Brac -  Jamaica,Drowning,Jamaica
3451,1/27/2011,Negril -  Jamaica,Suicide,Jamaica
3452,2/4/2011,Westmoreland -  Jamaica,Vehicle Accident,Jamaica
3453,2/8/2011,Grand Cayman -  Jamaica,Drowning,Jamaica
3454,2/13/2011,St. Catherine -  Jamaica,Homicide,Jamaica
3455,2/20/2011,George Town -  Jamaica,Drowning,Jamaica
3456,3/11/2011,St. James -  Montego Bay -  Jamaica,Drug Related,Jamaica
3457,3/28/2011,Ironshore -  Montego Bay -  Jamaica,Drowning,Jamaica
3458,4/10/2011,Montego Bay -  St. James -  Jamaica,Vehicle Accident,Jamaica
3459,5/12/2011,Montego Bay -  St. James -  Jamaica,Drowning,Jamaica
3460,5/17/2011,George Town -  Jamaica,Vehicle Accident,Jamaica
3461,7/5/2011,Westmoreland -  Jamaica,Drug Related,Jamaica
3462,7/9/2011,Little Cayman -  Jamaica,Other Accident,Jamaica
3463,8/16/2011,Stony Hill -  Kingston -  Jamaica,Homicide,Jamaica
