Index,Date,City,Cause of Death,Country
4507,1/14/2004,Highway 45 -  Km 245 -  Concepcion Deloro -  Zacatecas -  Mexico,Vehicle Accident,Mexico
4508,1/15/2004,San Quintin -  Baja California Norte -  Mexico,Suicide,Mexico
4509,1/18/2004,Ensenada -  Baja California Norte -  Mexico,Drowning,Mexico
4510,1/18/2004,San Miguel De Allende -  Guanajuato -  Mexico,Other Accident,Mexico
4511,1/18/2004,San Miguel De Allende -  Guanajuato -  Mexico,Other Accident,Mexico
4512,1/18/2004,Tijuana -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4513,1/19/2004,Cozumel -  Quintana Roo -  Mexico,Drowning,Mexico
4514,1/19/2004,Highway Guadalajara-maravatio -  Km 411 -  Jalisco -  Mexico,Vehicle Accident,Mexico
4515,1/19/2004,Matehuala -  San Luis Potosi -  Mexico,Vehicle Accident,Mexico
4516,1/21/2004,Cozumel -  Quintana Roo -  Mexico,Maritime Accident,Mexico
4517,1/23/2004,Vicente Guerrero -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4518,1/24/2004,Km 2 Cd Victoria-matamoros Highway -  Guemez -  Tamaulipas -  Mexico,Vehicle Accident,Mexico
4519,1/25/2004,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide,Mexico
4520,1/28/2004,Red Cross Rosarito -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4521,1/30/2004,Blvd. Francisco Medina Ascencio S/n -  Puerto Vallarta -  Jalisco -  Mexico,Vehicle Accident,Mexico
4522,1/30/2004,Reynosa -  Tamaulipas -  Mexico,Homicide,Mexico
4523,2/4/2004,Cancun -  Quintana Roo -  Mexico,Drowning,Mexico
4524,2/4/2004,Tijuana -  Baja California Norte -  Mexico,Homicide,Mexico
4525,2/4/2004,Tijuana -  Baja California Norte -  Mexico,Homicide,Mexico
4526,2/6/2004,Merida -  Yucatan -  Mexico,Suicide,Mexico
4527,2/7/2004,Fernando Moreno Pena Crossroad Km 07-400 -  Tecoman -  Colima -  Mexico,Vehicle Accident,Mexico
4528,2/10/2004,Floores Magon-villahumada Highway -  Chihuahua -  Mexico,Vehicle Accident,Mexico
4529,2/10/2004,Tijuana -  Baja California Norte -  Mexico,Homicide,Mexico
4530,2/10/2004,Tijuana -  Baja California Norte -  Mexico,Homicide,Mexico
4531,2/12/2004,Camino A Escudero Y Camino Viejo A San Jose -  Cd Juarez -  Mexico,Homicide,Mexico
4532,2/13/2004,Tulum Ave Sur No. 260 -  Cancun -  Quintana Roo -  Mexico,Vehicle Accident,Mexico
4533,2/14/2004,Playas De Tijuana -  Baja California Norte -  Mexico,Homicide,Mexico
4534,2/19/2004,Barranca De Amanalco -  Cuernavaca -  Morelos -  Mexico,Other Accident,Mexico
4535,2/19/2004,Carretera Benito Juarez Km. 86.7 -  Angostura -  Sinaloa -  Mexico,Vehicle Accident,Mexico
4536,2/20/2004,Cancun -  Quintana Roo -  Mexico,Vehicle Accident,Mexico
4537,2/22/2004,Colonia Jardin -  Nuevo Laredo -  Tamaulipas -  Mexico,Vehicle Accident,Mexico
4538,2/23/2004,Tijuana -  Baja California Norte -  Mexico,Homicide,Mexico
4539,2/26/2004,Boulevard Honduras Crossing -  Fracc. Santa Fe -  Guadalarajara -  Jalisco -  Mexico,Vehicle Accident,Mexico
4540,3/4/2004,Mexicali -  Baja Caliifornia Norte -  Mexico,Suicide,Mexico
4541,3/7/2004,Sonoyta -  Sonora -  Mexico,Vehicle Accident,Mexico
4542,3/13/2004,Rosarito -  Baja Calif0rnia Norte -  Mexico,Vehicle Accident,Mexico
4543,3/16/2004,Cancun -  Quintana Roo -  Mexico,Vehicle Accident,Mexico
4544,3/16/2004,Tulum -  Quintana Roo -  Mexico,Drowning,Mexico
4545,3/17/2004,Km 14 Freeway Acatlan De Juarez - Zacoalco De Torres -  Jalisco -  Mexico,Vehicle Accident,Mexico
4546,3/18/2004,Kukulcan Blvd. -  Cancun -  Quitana Roo -  Mexico,Other Accident,Mexico
4547,3/18/2004,Matamoros -  Tamaulipas,Other Accident,Mexico
4548,3/18/2004,Rincon De Guayabitos -  Nayarit -  Mexico,Drowning,Mexico
4549,3/21/2004,Col Guerrero -  Nuevo Laredo -  Tamaulipas -  Mexico,Homicide,Mexico
4550,3/22/2004,Chihuahua-namiquipa Highway Km 43 -  El Terrero -  Chihuahua -  Mexico,Vehicle Accident,Mexico
4551,3/26/2004,Luis Donaldo Colosio S-n -  Col. El Remace -  Puerto Vallarta -  Jalisco -  Mexico,Vehicle Accident,Mexico
4552,3/27/2004,Highway Km 186.2 Rosario-escuinapa -  Sinaloa -  Mexico,Vehicle Accident,Mexico
4553,3/30/2004,Tinum -  Yucatan -  Mexico,Other Accident,Mexico
4554,3/31/2004,Tecate -  Baja California Norte -  Mexico,Homicide,Mexico
4555,3/31/2004,Tecate -  Baja California Norte -  Mexico,Homicide,Mexico
4556,4/2/2004,Tijuana -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4557,4/4/2004,Monterrey -  Nuevo Leon -  Mexico,Vehicle Accident,Mexico
4558,4/5/2004,La Paz -  Baja California Sur -  Mexico,Vehicle Accident,Mexico
4559,4/7/2004,Juan Aldama El Tigre -  Navolato -  Sinaloa -  Mexico,Air Accident,Mexico
4560,4/7/2004,Juan Aldama El Tigre -  Navolato -  Sinaloa -  Mexico,Air Accident,Mexico
4561,4/7/2004,Piedras Negras -  Coahuila -  Mexico,Other Accident,Mexico
4562,4/8/2004,Playa Del Carmen -  Quitana Roo -  Mexico,Drowning,Mexico
4563,4/10/2004,Puerto Escondido -  Oaxaca -  Mexico,Drowning,Mexico
4564,4/12/2004,Kukulcan Blvd. Cancun -  Quitana Roo -  Mexico,Vehicle Accident,Mexico
4565,4/14/2004,Pascuales -  Tecoman -  Colima -  Mexico,Drowning,Mexico
4566,4/17/2004,Ensenada -  Baja California Norte -  Mexico,Other Accident,Mexico
4567,4/17/2004,Rosarito -  Baja California Norte -  Mexico,Other Accident,Mexico
4568,4/18/2004,Mexicali -  Baja California Norte -  Mexico,Homicide,Mexico
4569,4/18/2004,Mexicali -  Baja California Norte -  Mexico,Homicide,Mexico
4570,4/20/2004,Cancun -  Quitana Roo -  Mexico,Other Accident,Mexico
4571,4/21/2004,Dom Conocido -  Barrio San Sebastian -  Tlaxiaco -  Oaxaca -  Mexico,Other Accident,Mexico
4572,4/22/2004,Fracc El Marqus -  Ciudad Juarez -  Chihuahua -  Mexico,Homicide,Mexico
4573,4/22/2004,Km 8 + 500 San Miguel - Jalostotitlan Freeway -  Jalisco -  Mexico,Vehicle Accident,Mexico
4574,4/23/2004,Tecate -  Baja California Norte -  Mexico,Homicide,Mexico
4575,4/24/2004,Rosarito -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4576,4/26/2004,Playa Del Carmen -  Quintana Roo -  Mexico,Drowning,Mexico
4577,4/28/2004,Cabo San Lucas -  Baja California Sur -  Mexico,Drowning,Mexico
4578,4/28/2004,Km 102 -  Matehuala Highway -  Poblado Nunez -  Guadalcazar -  San Luis Potosi -  Mexico,Vehicle Accident,Mexico
4579,4/29/2004,Ensenada -  Baja California Norte -  Mexico,Suicide,Mexico
4580,5/5/2004,Zamora -  Michoacan -  Mexico,Suicide,Mexico
4581,5/6/2004,Poliplaza Medica Pedro Rosales De Leon 7510 -  Cd Juarez -  Chihuahua -  Mexico,Homicide,Mexico
4582,5/6/2004,Puerto Vallarta -  Jalisco -  Mexico,Suicide,Mexico
4583,5/13/2004,Km 0.2 Highway Culiacan-mazatlan -  Mexico,Vehicle Accident,Mexico
4584,5/13/2004,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide,Mexico
4585,5/16/2004,Km 46 Freeway San Sebastian - Puerto Vallarta -  Jalisco -  Mexico,Vehicle Accident,Mexico
4586,5/19/2004,Ciudad Juarez -  Chihuahua -  Mexico,Homicide,Mexico
4587,5/20/2004,Puerto Vallarta -  Jalisco -  Mexico,Other Accident,Mexico
4588,5/21/2004,Nuevo Laredo -  Nuevo Leon -  Mexico,Drug Related,Mexico
4589,5/24/2004,57 Highway -  Km 134 -  Sta. Maria Del Rio -  San Luis Potosi -  San Luis Potosi -  Mexico,Vehicle Accident,Mexico
4590,5/26/2004,Los Cabos -  Baja California Sur -  Mexico,Drowning,Mexico
4591,5/27/2004,Puerto Vallarta -  Jalisco -  Mexico,Other Accident,Mexico
4592,5/30/2004,Cancun -  Quitana Roo -  Mexico,Drowning,Mexico
4593,5/30/2004,Rosarito -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4594,5/31/2004,El Saus -  Gral. Francisco R Murguia -  Zacatecas -  Mexico,Homicide,Mexico
4595,5/31/2004,Paila San Rafael Hwy. Parras -  Coahuila -  Mexico,Vehicle Accident,Mexico
4596,6/10/2004,Puerto Penasco -  Sonora -  Mexico,Vehicle Accident,Mexico
4597,6/12/2004,Ciudad Juarez-chihuahua Highway -  Chihuahua -  Mexico,Vehicle Accident,Mexico
4598,6/12/2004,Tijuana -  Baja California Norte -  Mexico,Other Accident,Mexico
4599,6/15/2004,Colima -  Colima -  Mexico,Vehicle Accident,Mexico
4600,6/15/2004,Pueblo Viejo -  Veracruz -  Mexico,Drowning,Mexico
4601,6/16/2004,Cancun -  Quintana Roo -  Mexico,Other Accident,Mexico
4602,6/23/2004,Galeana -  Nuevo Leon -  Mexico,Vehicle Accident,Mexico
4603,6/23/2004,Galeana -  Nuevo Leon -  Mexico,Vehicle Accident,Mexico
4604,6/23/2004,Playa Del Carmen -  Quitana Roo -  Mexico,Drowning,Mexico
4605,7/2/2004,Magdalena -  Sonora -  Mexico,Vehicle Accident,Mexico
4606,7/3/2004,Km 100+200 Guadalajara -  Tepic Hwy -  Ixtlan Del Rio -  Nayarit -  Mexico,Vehicle Accident,Mexico
4607,7/3/2004,Km 100+200 Guadalajara -  Tepic Hwy -  Ixtlan Del Rio -  Nayarit -  Mexico,Vehicle Accident,Mexico
4608,7/3/2004,Tepacaltepec -  Michoacan -  Mexico,Suicide,Mexico
4609,7/5/2004,Highway 57 -  Km 90+750 -  Guadalcazar-huizache -  San Luis Potosi -  Mexico,Vehicle Accident,Mexico
4610,7/10/2004,Playa Del Carmen -  Quintana Roo -  Mexico,Drowning,Mexico
4611,7/12/2004,Puerto Penasco -  Sonora -  Mexico,Suicide,Mexico
4612,7/12/2004,Tijuana -  Baja California Norte -  Mexico,Homicide,Mexico
4613,7/13/2004,Ensenada -  Baja California Norte -  Mexico,Homicide,Mexico
4614,7/13/2004,Hospital San Jose -  Colon Oriente #320 -  Jardines De Catedral -  Zamora -  Michoacan -  Mexico,Vehicle Accident,Mexico
4615,7/17/2004,Loreto -  Baja California Sur -  Mexico,Drowning,Mexico
4616,7/25/2004,Playas De Tijuana -  Baja California Norte -  Mexico,Homicide,Mexico
4617,7/27/2004,Tijuana -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4618,7/30/2004,Doctor Arroyo -  Nuevo Leon -  Mexico,Vehicle Accident,Mexico
4619,7/31/2004,Hotel Costa Bonita -  Zona Dorada -  Mazatlan -  Sinaloa -  Mexico,Drowning,Mexico
4620,8/1/2004,Tijuana -  Baja California Norte -  Mexico,Suicide,Mexico
4621,8/3/2004,Km 152 Jimenez-torreon Highway -  Mexico,Vehicle Accident,Mexico
4622,8/3/2004,Panamerican Hwy Km 221 -  Mexico,Vehicle Accident,Mexico
4623,8/6/2004,Mexico City -  Distrito Federal -  Mexico,Homicide,Mexico
4624,8/8/2004,Carretera Mexicali-san Felipe Km 179 -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4625,8/8/2004,Carretera Mexicali-san Felipe Km 179 -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4626,8/9/2004,La Paz -  Baja California Sur -  Mexico,Homicide,Mexico
4627,8/17/2004,Carretera Santa Rosalia -  Guerrero Negro -  Mexico,Vehicle Accident,Mexico
4628,8/18/2004,Acapulco -  Guerrero -  Mexico,Suicide,Mexico
4629,8/18/2004,San Pedro Garza Garcia -  Nuevo Leon -  Mexico,Homicide,Mexico
4630,8/19/2004,Ave Madero #451 -  Chapala -  Jalisco -  Mexico,Other Accident,Mexico
4631,8/20/2004,Carretera 15 Km 205-700 -  Imuris -  Mexico,Vehicle Accident,Mexico
4632,8/21/2004,San Luis De La Paz -  Guanajuato -  Mexico,Vehicle Accident,Mexico
4633,8/25/2004,Freeway Chapala -  Ajijic -  Jalisco -  Mexico,Vehicle Accident,Mexico
4634,8/25/2004,Km 65.9 Nogales-hermosillo Hwy -  Mexico -  Sonora -  Mexico,Vehicle Accident,Mexico
4635,8/29/2004,Carretera 15 Km 205-700 -  Imuris -  Sonora -  Mexico,Vehicle Accident,Mexico
4636,8/29/2004,Carretera 15 Km 205-700 -  Imuris -  Sonora -  Mexico,Vehicle Accident,Mexico
4637,8/29/2004,Carretera 15 Km 205-700 -  Imuris -  Sonora -  Mexico,Vehicle Accident,Mexico
4638,8/29/2004,Carretera 15 Km 205-700 -  Imuris -  Sonora -  Mexico,Vehicle Accident,Mexico
4639,9/5/2004,Cabo San Lucas -  Baja California - mexico,Vehicle Accident,Mexico
4640,9/5/2004,Puerto Penasco -  Sonora -  Mexico,Vehicle Accident,Mexico
4641,9/7/2004,Acapulco -  Guerrero -  Mexico,Suicide,Mexico
4642,9/11/2004,Rancho Del Mar -  Rosarito -  Baja California Norte -  Mexico,Drowning,Mexico
4643,9/14/2004,Highway 57 -  Los Llanos -  Arteaga -  Coahuila -  Mexico,Vehicle Accident,Mexico
4644,9/14/2004,Highway 57 -  Los Llanos -  Arteaga -  Coahuila -  Mexico,Vehicle Accident,Mexico
4645,9/14/2004,Highway 57 -  Los Llanos -  Arteaga -  Coahuila -  Mexico,Vehicle Accident,Mexico
4646,9/16/2004,Alvarado -  Veracruz -  Mexico,Suicide,Mexico
4647,9/19/2004,Km 28+600 Tramo Carretera Maneadero-santo Tomas -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4648,9/21/2004,Matamoros-mazatlan 40 Hwy Km 217+100 -  La Cuchilla -  Coahuila -  Mexico,Vehicle Accident,Mexico
4649,9/23/2004,Centro Medico Nacional De Occidente -  Guadalajara -  Jalisco -  Mexico,Other Accident,Mexico
4650,9/23/2004,Mexicali -  Baja California Norte -  Mexico,Homicide,Mexico
4651,9/23/2004,Tijuana -  Baja California Norte -  Mexico,Homicide,Mexico
4652,9/25/2004,Puerto Penasco -  Sonora -  Mexico,Maritime Accident,Mexico
4653,10/3/2004,Mazatlan -  Sinaloa -  Mexico,Suicide,Mexico
4654,10/4/2004,Punta Sur Reef -  Cozumel -  Quintana Roo -  Mexico,Drowning,Mexico
4655,10/9/2004,Guadalajara 1212 -  Col. Madero -  Nuevo Laredo -  Tamaulipas -  Mexico,Homicide,Mexico
4656,10/15/2004,Municipio De Purificacion -  Jalisco -  Mexico,Homicide,Mexico
4657,10/17/2004,Vega De La Torre -  Veracruz -  Mexico,Vehicle Accident,Mexico
4658,10/21/2004,Cutzamala-nuevo Galeana Highway -  Guerrero -  Mexico,Homicide,Mexico
4659,10/21/2004,Cutzamala-nuevo Galeana Highway -  Guerrero -  Mexico,Homicide,Mexico
4660,10/23/2004,Puerto Penasco -  Sonora -  Mexico,Suicide,Mexico
4661,10/24/2004,Nogales -  Sonora -  Mexico,Drug Related,Mexico
4662,10/26/2004,Casa De Los Abuelos -  Reforma 410 -  Oaxaca -  Oaxaca -  Mexico,Drug Related,Mexico
4663,10/31/2004,Pescadilla S/n Anapra -  Ciudad Juarez -  Chihuahua -  Mexico,Drug Related,Mexico
4664,11/3/2004,Maeva Club Beach -  Riviera Maya -  Quintana Roo -  Mexico,Drowning,Mexico
4665,11/5/2004,Col. Campestre -  Nuevo Laredo -  Tamaulipas -  Mexico,Homicide,Mexico
4666,11/11/2004,San Quintin -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4667,11/12/2004,Puerto Penasco To Caborca Highway Kilomter 90 -  Sonora -  Mexico,Vehicle Accident,Mexico
4668,11/13/2004,En Route To Hospital De La Fe In San Miguel De Allende -  Guanajuato -  Mexico,Vehicle Accident,Mexico
4669,11/21/2004,Calle Morelos -  Colonia Centro -  Santa Ana -  Sonora -  Mexico,Vehicle Accident,Mexico
4670,11/22/2004,Tijuana -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4671,11/23/2004,Playa Del Carmen -  Quintana Roo -  Mexico,Drug Related,Mexico
4672,11/24/2004,International Freeway Mexico-nogales -  Km 57+800 -  Santiago Ixcuintla -  Nayarit -  Mexico,Vehicle Accident,Mexico
4673,11/27/2004,Cabo Falso -  Cabo San Lucas -  Baja California Sur -  Mexico,Drowning,Mexico
4674,11/29/2004,Puerto Penasco -  Sonora -  Mexico,Maritime Accident,Mexico
4675,12/1/2004,Playa Del Carmen -  Quintana Roo -  Mexico,Drowning,Mexico
4676,12/3/2004,Ensenada -  Baja California Norte -  Mexico,Homicide,Mexico
4677,12/5/2004,Melia Hotel -  Puerto Vallarta -  Jalisco -  Mexico,Other Accident,Mexico
4678,12/7/2004,Columbia Reef -  Cozumel -  Quintana Roo -  Mexico,Drowning,Mexico
4679,12/9/2004,Kolimba Underground River -  Tulum -  Quintana Roo -  Mexico,Drowning,Mexico
4680,12/9/2004,Kolimba Underground River -  Tulum -  Quintana Roo -  Mexico,Drowning,Mexico
4681,12/10/2004,Private Hospital -  Playa Del Carmen -  Quitana Roo -  Mexico,Vehicle Accident,Mexico
4682,12/12/2004,El Fuerte-churintzio Michoacan Highway -  Michoacan -  Mexico,Vehicle Accident,Mexico
4683,12/14/2004,Loma Linda Condominiums -  Puerto Vallarta -  Jalisco -  Mexico,Other Accident,Mexico
4684,12/16/2004,Centro De Salud -  Santa Ana -  Sonora -  Mexico,Vehicle Accident,Mexico
4685,12/16/2004,El Retorno-matehuala Km 174+700 -  Matehuala -  San Luis Potosi -  Mexico,Vehicle Accident,Mexico
4686,12/18/2004,Pino Suarez No. 202 -  Cotija De La Paz -  Michoacan -  Mexico,Other Accident,Mexico
4687,12/18/2004,Sayulita -  Nayarit -  Mexico,Vehicle Accident,Mexico
4688,12/19/2004,Galena -  Nuevo -  Mexico,Vehicle Accident,Mexico
4689,12/19/2004,Galena -  Nuevo -  Mexico,Vehicle Accident,Mexico
4690,12/19/2004,Galena -  Nuevo -  Mexico,Vehicle Accident,Mexico
4691,12/19/2004,International Freeway No. 15 Mexico-nogales -  Acaponeta -  Nayarit -  Mexico,Vehicle Accident,Mexico
4692,12/19/2004,Public Roadway -  El Tamarindo -  Culiacan -  Sinaloa -  Mexico,Vehicle Accident,Mexico
4693,12/20/2004,54 Highway -  Ejido Guadalup Victoria -  Saltillo -  Coahuila -  Mexico,Vehicle Accident,Mexico
4694,12/20/2004,Matehuala -  San Luis Potosi -  Mexico,Homicide,Mexico
4695,12/23/2004,Tepetongo -  Zacatecas -  Mexico,Homicide,Mexico
4696,12/26/2004,Old Civil Hospital -  Guadalajara -  Jalisco -  Mexico,Vehicle Accident,Mexico
4697,12/29/2004,Las Vegas -  Culiacan -  Sinaloa -  Mexico,Homicide,Mexico
4698,12/29/2004,Trancas Highway 51 -  Dolores Hidalgo -  Guanajuato -  Mexico,Vehicle Accident,Mexico
4699,12/29/2004,Villa De Las Flores Hotel -  San Miguel De Allende -  Guanajuato -  Mexico,Other Accident,Mexico
4700,1/1/2005,Ciudad Juarez -  Chihuahua -  Mexico,Vehicle Accident,Mexico
4701,1/1/2005,San Jose Del Cabo -  Baja California Sur -  Mexico,Vehicle Accident,Mexico
4702,1/2/2005,Chihuahua-ciudad Juarez Highway Km 122 -  Chihuahua -  Mexico,Vehicle Accident,Mexico
4703,1/2/2005,Tijuana -  Baja California Norte -  Mexico,Homicide,Mexico
4704,1/3/2005,Ciudad Juarez -  Chihuahua -  Mexico,Homicide,Mexico
4705,1/6/2005,San Miguel De Allende -  Guanajuato -  Mexico,Suicide,Mexico
4706,1/7/2005,Km 10-300 Carretera Transpeninsular San Jose -  Cabo San Lucas -  Baja California Sur -  Mexico,Vehicle Accident,Mexico
4707,1/13/2005,Nuestra Senora De La Salud Hospital -  San Luis Potosi -  San Luis Potosi -  Mexico,Vehicle Accident,Mexico
4708,1/15/2005,Universitario Hospital -  Saltillo -  Coahuila -  Mexico,Other Accident,Mexico
4709,1/16/2005,Ameca-ahualulco Freeway -  Jalisco -  Mexico,Vehicle Accident,Mexico
4710,1/17/2005,Cabo San Lucas -  Baja California Sur -  Mexico,Maritime Accident,Mexico
4711,1/17/2005,Chapala - Ajijic Freeway -  Jalisco -  Mexico,Vehicle Accident,Mexico
4712,1/21/2005,Los Griegos Ranch Near Guerrero -  Coahuila -  Mexico,Air Accident,Mexico
4713,1/21/2005,Los Griegos Ranch Near Guerrero -  Coahuila -  Mexico,Air Accident,Mexico
4714,1/21/2005,Zacatecas -  Zacatecas -  Mexico,Vehicle Accident,Mexico
4715,1/26/2005,Nogales -  Sonora -  Mexico,Vehicle Accident,Mexico
4716,1/26/2005,Santa Matilde -  Santo Domingo -  San Luis Potosi -  Mexico,Vehicle Accident,Mexico
4717,1/28/2005,Zacapu-zamora Highway -  Chilchota -  Michoacan -  Mexico,Vehicle Accident,Mexico
4718,1/29/2005,Beach Of Hotel -  Cancun -  Merida -  Quintana Roo -  Mexico,Drowning,Mexico
4719,1/29/2005,Tijuana -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4720,1/29/2005,Tijuana -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4721,1/30/2005,Eulogio Parra 3190 -  Guadalajara -  Jalisco -  Mexico,Other Accident,Mexico
4722,1/30/2005,San Felipe -  Baja California Norte -  Mexico,Homicide,Mexico
4723,1/31/2005,Cozumel -  Quintana Roo -  Mexico,Drowning,Mexico
4724,2/1/2005,Hospital General -  Nuevo Laredo -  Tamaulipas -  Mexico,Drug Related,Mexico
4725,2/2/2005,Av Paseo De Zihuatanejo Esq. Mar Egeo -  Zihuatanejo -  Guerrero -  Mexico,Vehicle Accident,Mexico
4726,2/3/2005,Guadalajara - Chapala Freeway -  Jalisco -  Mexico,Vehicle Accident,Mexico
4727,2/3/2005,Matamoros -  Tamaulipas -  Mexico,Vehicle Accident,Mexico
4728,2/3/2005,Matamoros -  Tamaulipas -  Mexico,Vehicle Accident,Mexico
4729,2/5/2005,Chilpancingo -  Guerrero -  Mexico,Homicide,Mexico
4730,2/5/2005,Km 13.5 Morelia-quiroga Highway -  Morelia -  Michoacan -  Mexico,Vehicle Accident,Mexico
4731,2/9/2005,La Mesa Del Toro -  Tacambaro -  Michoacan -  Mexico,Homicide,Mexico
4732,2/9/2005,La Mesa Del Toro -  Tacambaro -  Michoacan -  Mexico,Homicide,Mexico
4733,2/13/2005,Cancun -  Quintana Roo -  Mexico,Suicide,Mexico
4734,2/13/2005,Ciudad Juarez -  Chihuahua -  Mexico,Homicide,Mexico
4735,2/16/2005,Km 2 Las Zarquillas -  Villamar -  Michoacan -  Mexico,Vehicle Accident,Mexico
4736,2/16/2005,Tototlan - Ocotlan Freeway -  Km 4 -  Jalisco -  Mexico,Vehicle Accident,Mexico
4737,2/17/2005,Dr. Miguel Silva Hospital -  Morelia -  Michoacan -  Mexico,Vehicle Accident,Mexico
4738,2/17/2005,Monterrey -  Nuevo Leon -  Mexico,Homicide,Mexico
4739,2/19/2005,Red Cross -  Rosarito -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4740,2/21/2005,Tijuana -  Baja California Norte -  Mexico,Homicide,Mexico
4741,2/23/2005,Akumal -  Quintana Roo -  Mexico,Drowning,Mexico
4742,2/24/2005,Playa Mazunte Zipolite -  Puerto Angel -  San Pedro Pochutla -  Oaxaca -  Mexico,Drowning,Mexico
4743,2/24/2005,Private Hospital -  Cancun -  Quintana Roo -  Mexico,Other Accident,Mexico
4744,2/28/2005,Freeway Lagos-union De San Antonio -  Jalisco -  Mexico,Vehicle Accident,Mexico
4745,3/5/2005,Playas De Tijuana -  Baja California Norte -  Mexico,Homicide,Mexico
4746,3/5/2005,Puerto Penasco -  Sonora -  Mexico,Vehicle Accident,Mexico
4747,3/6/2005,Avenida Del Mar #1111 -  Mazatlan -  Mexico,Other Accident,Mexico
4748,3/7/2005,Caleta Beach -  Cabo Corrientes -  Jalisco -  Mexico,Drowning,Mexico
4749,3/8/2005,Cuto De La Esperanza -  Mpo De Morelia -  Michoacan -  Mexico,Homicide,Mexico
4750,3/12/2005,Centro De Salud -  Linares -  Nuevo Leon -  Mexico,Vehicle Accident,Mexico
4751,3/13/2005,Ciudad Juarez -  Chihuahua -  Mexico,Drug Related,Mexico
4752,3/14/2005,Loreto -  Baja California Sur -  Mexico,Vehicle Accident,Mexico
4753,3/14/2005,Mexico City -  Distrito Federal -  Mexico,Homicide,Mexico
4754,3/14/2005,Paradise Reef -  Cozumel -  Quintana Roo -  Mexico,Drowning,Mexico
4755,3/18/2005,Highway No. 45 -  Mexico - Ciudad Juarez -  Km 26 -  Chihuahua -  Mexico,Vehicle Accident,Mexico
4756,3/18/2005,Km 207.2 Highway 15 -  Hermosillo - Guaymas -  Sonora -  Mexico,Vehicle Accident,Mexico
4757,3/18/2005,Main Highway Riviera Maya -  Quintana Roo -  Mexico,Vehicle Accident,Mexico
4758,3/19/2005,Hospital General -  Hermosillo -  Sonora -  Mexico,Vehicle Accident,Mexico
4759,3/19/2005,Puerto Penasco -  Sonora -  Mexico,Vehicle Accident,Mexico
4760,3/19/2005,Puerto Penasco -  Sonora -  Mexico,Vehicle Accident,Mexico
4761,3/19/2005,Reynosa -  Tamaulipas -  Mexico,Homicide,Mexico
4762,3/20/2005,Rosarito -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4763,3/21/2005,Ensenada -  Baja California Norte -  Mexico,Air Accident,Mexico
4764,3/22/2005,Avenida Bonampak Lt 7 M 2 Cancun -  Quintana Roo -  Mexico,Drug Related,Mexico
4765,3/23/2005,Bahia Boulevard -  Chetumal -  Quintana Roo -  Mexico,Drowning,Mexico
4766,3/23/2005,Mazatlan -  Sinaloa -  Mexico,Drowning,Mexico
4767,3/26/2005,Playas De Tijuana -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4768,3/26/2005,Playas De Tijuana -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4769,3/26/2005,Playas De Tijuana -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4770,3/26/2005,Villas Don Blas Hotel -  Tonala -  Jalisco -  Mexico,Drug Related,Mexico
4771,3/28/2005,Ensenada -  Baja California Norte -  Mexico,Suicide,Mexico
4772,3/29/2005,Cancun -  Quintana Roo -  Mexico,Drowning,Mexico
4773,3/29/2005,Los Barriles -  Baja California Sur -  Mexico,Vehicle Accident,Mexico
4774,3/31/2005,Highway 15 Navojoa - Obregon -  Navojoa -  Sonora -  Mexico,Vehicle Accident,Mexico
4775,4/1/2005,Av Cuauhtemoc -  Calle Rotaria -  Fracc Marroquin -  Acapulco -  Guerrero -  Mexico,Vehicle Accident,Mexico
4776,4/3/2005,Punta Prieta -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4777,4/6/2005,Puerto Mejia Beach -  La Paz -  Baja California Sur -  Mexico,Drowning,Mexico
4778,4/9/2005,Hotel Royal Villas -  Mazatlan -  Mexico,Drowning,Mexico
4779,4/10/2005,Bahia De Los Angeles -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4780,4/14/2005,Km 30 + 200 Freeway Santa Rosa - La Barca -  Poncitlan -  Jalisco -  Mexico,Vehicle Accident,Mexico
4781,4/14/2005,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide,Mexico
4782,4/14/2005,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide,Mexico
